Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
RE The O Place Kamuning,1,350,351,0.0007,0.0001,0.0007,1.78,0.0
RE UP Dilimall,0,482,482,0.001,0.0,0.001,0.0,0.0
RE Valenzuela Town Center,2,1082,1084,0.0022,0.0002,0.0022,2.21,0.0
RE Vibo Place Cebu,2,243,245,0.0005,0.0002,0.0005,0.72,0.0
RE Victory Station Olongapo,7,900,907,0.0018,0.0009,0.0019,0.77,0.0
RLC ALPHA Tower,2,557,559,0.0011,0.0002,0.0011,1.55,0.0
RLC BETA Tower,2,645,647,0.0013,0.0002,0.0013,1.69,0.0
RLC Exxa Tower,1,235,236,0.0005,0.0001,0.0005,1.38,0.0
RLC GAMMA Tower,4,645,649,0.0013,0.0005,0.0013,1.0,0.0
RLC Giga Tower,3,311,314,0.0006,0.0004,0.0006,0.56,0.0
RLC Omega Tower,7,969,976,0.002,0.0009,0.002,0.85,0.0
RLC Sigma Tower,1,439,440,0.0009,0.0001,0.0009,2.0,0.0
RLC Terra Tower,0,263,263,0.0005,0.0,0.0005,0.0,0.0
RLC Zeta Tower,0,96,96,0.0002,0.0,0.0002,0.0,0.0
RS Acacia Escalades Pasig,7,227,234,0.0005,0.0009,0.0005,-0.6,0.0
RS Al Nor Mall Cotabato,9,1122,1131,0.0023,0.0011,0.0023,0.74,0.0
RS Albay 738 Legazpi,2,917,919,0.0019,0.0002,0.0019,2.05,0.0
RS Alicia Isabela,0,152,152,0.0003,0.0,0.0003,0.0,0.0
RS B Hive Mall Valenzuela,3,711,714,0.0014,0.0004,0.0015,1.39,0.0
RS BORACAY,2,344,346,0.0007,0.0002,0.0007,1.07,0.0
RS Bacolod Triangle,1,874,875,0.0018,0.0001,0.0018,2.69,0.0
RS Balagtas Towncenter,2,713,715,0.0014,0.0002,0.0015,1.79,0.0
RS Banilad Cebu,0,366,366,0.0007,0.0,0.0008,0.0,0.0
RS Baseline Center Cebu,1,316,317,0.0006,0.0001,0.0007,1.67,0.0
RS Belmont One Minglanilla,5,399,404,0.0008,0.0006,0.0008,0.3,0.0
RS Berkeley Commonwealth,1,728,729,0.0015,0.0001,0.0015,2.51,0.0
RS Bluewave Marikina,11,790,801,0.0016,0.0013,0.0016,0.19,0.0
RS C3 Mall Pagadian,2,640,642,0.0013,0.0002,0.0013,1.69,0.0
RS CASA MIRA GUADALUPE,0,641,641,0.0013,0.0,0.0013,0.0,0.0
RS Calapan Towncenter Mall,3,1490,1493,0.003,0.0004,0.0031,2.13,0.01
RS California Mandaluyong,6,1247,1253,0.0025,0.0007,0.0026,1.25,0.0
RS Centro Mall Cabuyao,4,1152,1156,0.0023,0.0005,0.0024,1.58,0.0
RS Choice Market Pasig,4,2158,2162,0.0044,0.0005,0.0044,2.21,0.01
RS Circle C Congressional,9,516,525,0.0011,0.0011,0.0011,-0.03,0.0
RS Citi Square Malabon,4,1202,1206,0.0024,0.0005,0.0025,1.62,0.0
RS Citymall Roxas,2,206,208,0.0004,0.0002,0.0004,0.55,0.0
RS Cloverleaf Mall Balintawak,5,1507,1512,0.0031,0.0006,0.0031,1.63,0.0
RS Cybergate Davao,0,744,744,0.0015,0.0,0.0015,0.0,0.0
RS Dolores San Fernando,0,177,177,0.0004,0.0,0.0004,0.0,0.0
RS Dona Carmen Fairview,4,800,804,0.0016,0.0005,0.0016,1.22,0.0
RS Eastwood Technoplaza II,2,1019,1021,0.0021,0.0002,0.0021,2.15,0.0
RS Emall Naga,1,391,392,0.0008,0.0001,0.0008,1.89,0.0
RS Federal Bay Garden Pasay,4,265,269,0.0005,0.0005,0.0005,0.11,0.0
RS GCC Mexico Pampanga,0,236,236,0.0005,0.0,0.0005,0.0,0.0
RS GT Park Place Molo,2,510,512,0.001,0.0002,0.0011,1.46,0.0
RS Gateway Cubao,4,1621,1625,0.0033,0.0005,0.0033,1.92,0.01
RS Geege Mall Ozamiz,0,403,403,0.0008,0.0,0.0008,0.0,0.0
RS Graceland Malolos,1,346,347,0.0007,0.0001,0.0007,1.76,0.0
RS Guagua Towncenter,1,1256,1257,0.0025,0.0001,0.0026,3.05,0.01
RS Gusa Cagayan de Oro,2,143,145,0.0003,0.0002,0.0003,0.19,0.0
RS Happy Go Mall Valenzuela,8,746,754,0.0015,0.001,0.0015,0.45,0.0
RS Hermosa Bataan,0,517,517,0.001,0.0,0.0011,0.0,0.0
RS Iba Town Center Zambales,3,451,454,0.0009,0.0004,0.0009,0.93,0.0
RS Island Central Mactan,7,1264,1271,0.0026,0.0009,0.0026,1.11,0.0
RS KAI MALL ZABARTE CALOOCAN,6,1797,1803,0.0037,0.0007,0.0037,1.62,0.0
RS Karangalan Pasig,2,536,538,0.0011,0.0002,0.0011,1.51,0.0
RS Kinghome Bucandala Imus,2,411,413,0.0008,0.0002,0.0008,1.24,0.0
RS Lavina Park Valencia,0,299,299,0.0006,0.0,0.0006,0.0,0.0
RS Lima Exchange Batangas,2,461,463,0.0009,0.0002,0.001,1.36,0.0
RS Limketkai Mall CDO,6,821,827,0.0017,0.0007,0.0017,0.84,0.0
RS Lipa Town Center,2,315,317,0.0006,0.0002,0.0006,0.98,0.0
RS Madison Galeries Muntinlupa,2,135,137,0.0003,0.0002,0.0003,0.13,0.0
RS Main Square Molino,10,570,580,0.0012,0.0012,0.0012,-0.04,0.0
RS Mercedes Pasig,2,616,618,0.0013,0.0002,0.0013,1.65,0.0
RS Metro Central Mall Sta Cruz,4,1041,1045,0.0021,0.0005,0.0021,1.48,0.0
RS Metroplaza Quirino Caloocan,2,946,948,0.0019,0.0002,0.002,2.08,0.0
RS Metrotown Tarlac,4,845,849,0.0017,0.0005,0.0017,1.27,0.0
RS Montalban Towncenter,12,2847,2859,0.0058,0.0015,0.0059,1.39,0.01
RS Nepomall Angeles,5,830,835,0.0017,0.0006,0.0017,1.03,0.0
RS Nepomall Dagupan,1,566,567,0.0011,0.0001,0.0012,2.26,0.0
RS One Ayala Makati,1,569,570,0.0012,0.0001,0.0012,2.26,0.0
RS Open Market Mansilingan,1,845,846,0.0017,0.0001,0.0017,2.66,0.0
RS Ormoc Centrum,1,632,633,0.0013,0.0001,0.0013,2.37,0.0
RS Oroquieta Misamis Occ,0,221,221,0.0004,0.0,0.0005,0.0,0.0
RS Porta Vaga Mall Baguio,3,2729,2732,0.0055,0.0004,0.0056,2.73,0.01
RS Premier Plaza Silang,1,759,760,0.0015,0.0001,0.0016,2.55,0.0
RS Pueblo Verde Mactan,4,1397,1401,0.0028,0.0005,0.0029,1.77,0.0
RS RMR Square Tandang Sora,3,806,809,0.0016,0.0004,0.0017,1.51,0.0
RS RP Abucay Tacloban,8,1924,1932,0.0039,0.001,0.004,1.4,0.0
RS RP Angeles,8,659,667,0.0014,0.001,0.0014,0.33,0.0
RS RP Antipolo,7,1906,1913,0.0039,0.0009,0.0039,1.52,0.0
RS RP Antique,0,1630,1630,0.0033,0.0,0.0034,0.0,0.0
RS RP Bacolod,6,1650,1656,0.0034,0.0007,0.0034,1.53,0.0
RS RP Butuan,6,901,907,0.0018,0.0007,0.0019,0.93,0.0
RS RP Cagayan De Oro,1,147,148,0.0003,0.0001,0.0003,0.91,0.0
RS RP Cainta,7,886,893,0.0018,0.0009,0.0018,0.76,0.0
RS RP Cebu,5,1600,1605,0.0033,0.0006,0.0033,1.69,0.0
RS RP DUMAGUETE,3,1624,1627,0.0033,0.0004,0.0033,2.21,0.01
RS RP Dasmarinas,14,2854,2868,0.0058,0.0017,0.0059,1.24,0.01
RS RP Ermita,14,3071,3085,0.0063,0.0017,0.0063,1.31,0.01
RS RP Galleria South San Pedro,6,1798,1804,0.0037,0.0007,0.0037,1.62,0.0
RS RP General Santos,3,1734,1737,0.0035,0.0004,0.0036,2.28,0.01
RS RP General Trias,8,2025,2033,0.0041,0.001,0.0042,1.45,0.0
RS RP Iligan,8,1535,1543,0.0031,0.001,0.0032,1.17,0.0
RS RP Ilocos Norte,2,979,981,0.002,0.0002,0.002,2.11,0.0
RS RP Iloilo,3,2493,2496,0.0051,0.0004,0.0051,2.64,0.01
RS RP Imus,11,1485,1496,0.003,0.0013,0.0031,0.82,0.0
RS RP Jaro Iloilo,7,1604,1611,0.0033,0.0009,0.0033,1.35,0.0
RS RP La Union,6,1940,1946,0.0039,0.0007,0.004,1.7,0.01
RS RP Las Pinas,9,1431,1440,0.0029,0.0011,0.003,0.99,0.0
RS RP Lipa,5,1774,1779,0.0036,0.0006,0.0037,1.79,0.01
RS RP Los Banos,0,687,687,0.0014,0.0,0.0014,0.0,0.0
RS RP Magnolia,15,1526,1541,0.0031,0.0018,0.0031,0.54,0.0
RS RP Malolos,5,1648,1653,0.0034,0.0006,0.0034,1.72,0.0
RS RP Metroeast,11,1530,1541,0.0031,0.0013,0.0032,0.85,0.0
RS RP Naga,5,1277,1282,0.0026,0.0006,0.0026,1.46,0.0
RS RP Novaliches,14,1995,2009,0.0041,0.0017,0.0041,0.88,0.0
RS RP Ormoc,2,1805,1807,0.0037,0.0002,0.0037,2.72,0.01
RS RP Otis,8,486,494,0.001,0.001,0.001,0.02,0.0
RS RP Pagadian,3,477,480,0.001,0.0004,0.001,0.99,0.0
RS RP Palawan,6,2872,2878,0.0058,0.0007,0.0059,2.09,0.01
RS RP Pangasinan,7,1312,1319,0.0027,0.0009,0.0027,1.15,0.0
RS RP Pavia Iloilo,4,1397,1401,0.0028,0.0005,0.0029,1.77,0.0
RS RP Roxas,4,742,746,0.0015,0.0005,0.0015,1.14,0.0
RS RP Santiago,0,913,913,0.0019,0.0,0.0019,0.0,0.0
RS RP Sta Rosa,3,1275,1278,0.0026,0.0004,0.0026,1.97,0.0
RS RP Tacloban,5,2822,2827,0.0057,0.0006,0.0058,2.25,0.01
RS RP Tagum,4,784,788,0.0016,0.0005,0.0016,1.2,0.0
RS RP Tarlac,4,570,574,0.0012,0.0005,0.0012,0.88,0.0
RS RP Tuguegarao,2,2222,2224,0.0045,0.0002,0.0046,2.93,0.01
RS RP Valencia,3,1162,1165,0.0024,0.0004,0.0024,1.88,0.0
RS Rioking Don Antonio,0,708,708,0.0014,0.0,0.0015,0.0,0.0
RS Robinsons Galleria QC,18,2506,2524,0.0051,0.0022,0.0052,0.85,0.0
RS San Carlos TC Pangasinan,2,919,921,0.0019,0.0002,0.0019,2.05,0.0
RS San Jose Occidental Mindoro,2,977,979,0.002,0.0002,0.002,2.11,0.0
RS San Miguel Bulacan,4,206,210,0.0004,0.0005,0.0004,-0.14,0.0
RS Sorin Mall Polomolok,2,573,575,0.0012,0.0002,0.0012,1.58,0.0
RS South Town Center Tabunok,3,989,992,0.002,0.0004,0.002,1.72,0.0
RS Southpark Mall Alabang,3,351,354,0.0007,0.0004,0.0007,0.68,0.0
RS Southwoods Mall Laguna,6,1001,1007,0.002,0.0007,0.0021,1.04,0.0
RS Starmills Pampanga,3,1890,1893,0.0038,0.0004,0.0039,2.36,0.01
RS Summit Ridge Tagaytay,5,1110,1115,0.0023,0.0006,0.0023,1.32,0.0
RS TOWNVILLE GAPAN NUEVA ECIJA,4,949,953,0.0019,0.0005,0.002,1.39,0.0
RS Talavera Square Ilagan,0,892,892,0.0018,0.0,0.0018,0.0,0.0
RS Talisay Cebu,2,580,582,0.0012,0.0002,0.0012,1.59,0.0
RS Targetmall Sta Rosa,1,1231,1232,0.0025,0.0001,0.0025,3.03,0.01
RS Town Mall Malabon,8,1624,1632,0.0033,0.001,0.0033,1.23,0.0
RS Townville Abreeza Davao,6,2750,2756,0.0056,0.0007,0.0057,2.05,0.01
RS Townville Arvo Dasmarinas,0,575,575,0.0012,0.0,0.0012,0.0,0.0
RS Townville BF Paranaque,3,378,381,0.0008,0.0004,0.0008,0.75,0.0
RS Townville Buhay na Tubig,27,329,356,0.0007,0.0033,0.0007,-1.58,0.0
RS Townville Cabanatuan,6,2128,2134,0.0043,0.0007,0.0044,1.79,0.01
RS Townville Meycauayan,3,552,555,0.0011,0.0004,0.0011,1.13,0.0
RS Townville Nuvali Sta Rosa,2,412,414,0.0008,0.0002,0.0008,1.25,0.0
RS Townville Pulilan,2,725,727,0.0015,0.0002,0.0015,1.81,0.0
RS Townville Regalado Fairview,2,534,536,0.0011,0.0002,0.0011,1.51,0.0
RS Tutuban Centermall,7,1053,1060,0.0021,0.0009,0.0022,0.93,0.0
RS Twin Lakes Village Batangas,1,352,353,0.0007,0.0001,0.0007,1.78,0.0
RS Victoria Tower Timog,5,609,614,0.0012,0.0006,0.0013,0.72,0.0
RS Victory Mall Caloocan,4,1378,1382,0.0028,0.0005,0.0028,1.76,0.0
RS Villamonte Bacolod,3,744,747,0.0015,0.0004,0.0015,1.43,0.0
RS Woodsville Merville,5,1148,1153,0.0023,0.0006,0.0024,1.35,0.0
RS Xentro Mall Lemery Batangas,4,1097,1101,0.0022,0.0005,0.0023,1.53,0.0
RS Xentro Mall Vigan,2,755,757,0.0015,0.0002,0.0016,1.85,0.0
RS Xevera Mabalacat,0,331,331,0.0007,0.0,0.0007,0.0,0.0
RS Z Square Banawe,1,506,507,0.001,0.0001,0.001,2.14,0.0
RSC PERDICES DUMAGUETE,1,461,462,0.0009,0.0001,0.001,2.05,0.0
Robinson Cybergate Plaza,0,102,102,0.0002,0.0,0.0002,0.0,0.0
Robinson Cybergate Tower 3,1,206,207,0.0004,0.0001,0.0004,1.25,0.0
Robinsons Cybergate Iloilo,0,6,6,0.0,0.0,0.0,0.0,0.0
Robinsons Equitable Tower,7,936,943,0.0019,0.0009,0.0019,0.81,0.0
Robinsons Summit Center,1,202,203,0.0004,0.0001,0.0004,1.23,0.0
SLUZ_ Brent International Food Festival_March 15 2025,0,22,22,0.0,0.0,0.0,0.0,0.0
SLUZ_Ayala Mall Serin Tagaytay_Dec 2024,3,12,15,0.0,0.0004,0.0,-2.7,0.0
SLUZ_Bay Mall Batangas City_Dec 2024,2,13,15,0.0,0.0002,0.0,-2.21,0.0
SLUZ_CLA Town Center Mall Pagsanjan Laguna_Nov 2024,0,1,1,0.0,0.0,0.0,0.0,0.0
SLUZ_Central Mall Binan Laguna_Jan 2025,3,8,11,0.0,0.0004,0.0,-3.1,0.0
SLUZ_Imart Shopping Center Binan Laguna_Nov 2024,2,36,38,0.0001,0.0002,0.0001,-1.19,0.0
SLUZ_Lucky Golden Shopping Mall Padre Garcia Batangas_Jan 2025,1,6,7,0.0,0.0001,0.0,-2.29,0.0
SLUZ_Newstar Lipa Batangas_Jan 2025,3,8,11,0.0,0.0004,0.0,-3.1,0.0
SLUZ_Newstar Sta Rosa Laguna_Dec 2024,1,1,2,0.0,0.0001,0.0,-4.08,0.0
SLUZ_Nuciti Central Mall Calapan Mindoro_Oct 2024,0,1,1,0.0,0.0,0.0,0.0,0.0
SLUZ_Pacific Mall Lucena_Aug 2024,1,13,14,0.0,0.0001,0.0,-1.52,0.0
SLUZ_RFC Molino Mall_Dec 2024,7,35,42,0.0001,0.0009,0.0001,-2.47,0.0
SLUZ_Shoppers Gateway San Pablo Laguna_Dec 2024,0,10,10,0.0,0.0,0.0,0.0,0.0
SLUZ_Victory Mall & Market Tanauan_Sep 2024,3,28,31,0.0001,0.0004,0.0001,-1.85,0.0
SM Aura,2,468,470,0.001,0.0002,0.001,1.37,0.0
SM Seaside Cebu,0,16,16,0.0,0.0,0.0,0.0,0.0
SM Store BF Parañaque,3,539,542,0.0011,0.0004,0.0011,1.11,0.0
SM Store Bacolod,0,8,8,0.0,0.0,0.0,0.0,0.0
SM Store Bacoor,1,435,436,0.0009,0.0001,0.0009,1.99,0.0
SM Store Baguio,0,540,540,0.0011,0.0,0.0011,0.0,0.0
SM Store Bataan,0,13,13,0.0,0.0,0.0,0.0,0.0
SM Store Batangas,0,47,47,0.0001,0.0,0.0001,0.0,0.0
SM Store Cabanatuan,0,13,13,0.0,0.0,0.0,0.0,0.0
SM Store Calamba,1,379,380,0.0008,0.0001,0.0008,1.86,0.0
SM Store Cauayan,0,11,11,0.0,0.0,0.0,0.0,0.0
SM Store Cebu,2,333,335,0.0007,0.0002,0.0007,1.03,0.0
SM Store Davao,2,720,722,0.0015,0.0002,0.0015,1.8,0.0
SM Store Fairview,4,663,667,0.0014,0.0005,0.0014,1.03,0.0
SM Store Iloilo,0,4,4,0.0,0.0,0.0,0.0,0.0
SM Store JMall,0,10,10,0.0,0.0,0.0,0.0,0.0
SM Store Lanang,4,469,473,0.001,0.0005,0.001,0.68,0.0
SM Store Laoag,0,2,2,0.0,0.0,0.0,0.0,0.0
SM Store Lipa,0,344,344,0.0007,0.0,0.0007,0.0,0.0
SM Store Lucena,0,18,18,0.0,0.0,0.0,0.0,0.0
SM Store Makati,1,327,328,0.0007,0.0001,0.0007,1.71,0.0
SM Store Mall of Asia,1,811,812,0.0016,0.0001,0.0017,2.62,0.0
SM Store Masinag,0,1,1,0.0,0.0,0.0,0.0,0.0
SM Store Megamall,2,568,570,0.0012,0.0002,0.0012,1.57,0.0
SM Store North EDSA,3,551,554,0.0011,0.0004,0.0011,1.13,0.0
SM Store Novaliches,0,12,12,0.0,0.0,0.0,0.0,0.0
SM Store Puerto Princesa,0,7,7,0.0,0.0,0.0,0.0,0.0
SM Store Santa Rosa,1,192,193,0.0004,0.0001,0.0004,1.18,0.0
SM Store Sorsogon,0,63,63,0.0001,0.0,0.0001,0.0,0.0
SM Store Southmall,1,490,491,0.001,0.0001,0.001,2.11,0.0
SM Store Sto. Tomas,0,85,85,0.0002,0.0,0.0002,0.0,0.0
SM Store Tanza,0,79,79,0.0002,0.0,0.0002,0.0,0.0
SM Store Tarlac,0,5,5,0.0,0.0,0.0,0.0,0.0
SM Store Tuguegarao,0,2,2,0.0,0.0,0.0,0.0,0.0
SNCR_ PFF Press Launch March 2025,0,22,22,0.0,0.0,0.0,0.0,0.0
SNCR_Divisoria Mall Aug 2024,2,14,16,0.0,0.0002,0.0,-2.14,0.0
SNCR_GTB Royal Caribbean Group_May 2025,0,3,3,0.0,0.0,0.0,0.0,0.0
SNCR_Greenhills Sep 2024,1,7,8,0.0,0.0001,0.0,-2.14,0.0
SNCR_Isetann Recto Dec 2024,10,10,20,0.0,0.0012,0.0,-4.08,0.0
SSD BANGUED - CAPITULATION,2,207,209,0.0004,0.0002,0.0004,0.56,0.0
SSD LUCENA 2,0,1019,1019,0.0021,0.0,0.0021,0.0,0.0
SSD LUCENA 3,1,887,888,0.0018,0.0001,0.0018,2.71,0.0
SSD ZAMBALES MASINLOC,1,136,137,0.0003,0.0001,0.0003,0.83,0.0
SW Anabu Imus,2,442,444,0.0009,0.0002,0.0009,1.32,0.0
SW Basak Cebu,6,861,867,0.0018,0.0007,0.0018,0.88,0.0
SW Chino Roces Makati,7,1178,1185,0.0024,0.0009,0.0024,1.04,0.0
SW Circuit Makati,21,1574,1595,0.0032,0.0026,0.0032,0.23,0.0
SW Commonwealth,2,544,546,0.0011,0.0002,0.0011,1.52,0.0
SW Festival Mall Alabang,13,2361,2374,0.0048,0.0016,0.0049,1.12,0.0
SW Gateway 2 Mall,7,1118,1125,0.0023,0.0009,0.0023,0.99,0.0
SW Grand Terminal Batangas,3,982,985,0.002,0.0004,0.002,1.71,0.0
SW LKK Center CDO,2,277,279,0.0006,0.0002,0.0006,0.85,0.0
SW Lancaster Imus,3,392,395,0.0008,0.0004,0.0008,0.79,0.0
SW San Pedro Laguna,1,268,269,0.0005,0.0001,0.0006,1.51,0.0
SW San Roque Antipolo,0,630,630,0.0013,0.0,0.0013,0.0,0.0
SW Shopking San Fernando,0,328,328,0.0007,0.0,0.0007,0.0,0.0
SW Sta Rosa,1,453,454,0.0009,0.0001,0.0009,2.03,0.0
SW Sucat,15,1077,1092,0.0022,0.0018,0.0022,0.19,0.0
Spatio Opus Mall,0,146,146,0.0003,0.0,0.0003,0.0,0.0
St Lukes BGC,1,103,104,0.0002,0.0001,0.0002,0.55,0.0
St Lukes QC,0,106,106,0.0002,0.0,0.0002,0.0,0.0
TMP 8 Forbes Town Road Taguig,3,289,292,0.0006,0.0004,0.0006,0.49,0.0
TMP AYALA ALABANG,2,291,293,0.0006,0.0002,0.0006,0.9,0.0
TMP Alphaland Makati,1,197,198,0.0004,0.0001,0.0004,1.2,0.0
TMP Ayala Center Cebu,2,403,405,0.0008,0.0002,0.0008,1.22,0.0
TMP Ayala The 30th Pasig,1,387,388,0.0008,0.0001,0.0008,1.88,0.0
TMP Ayala Triangle Makati,2,301,303,0.0006,0.0002,0.0006,0.93,0.0
TMP Banawa Cebu,2,319,321,0.0007,0.0002,0.0007,0.99,0.0
TMP CORINTHIAN HILLS,0,111,111,0.0002,0.0,0.0002,0.0,0.0
TMP Capitol,1,125,126,0.0003,0.0001,0.0003,0.75,0.0
TMP Central Square BGC,1,431,432,0.0009,0.0001,0.0009,1.98,0.0
TMP Centrio CDO,7,1512,1519,0.0031,0.0009,0.0031,1.29,0.0
TMP Century Mall Makati,4,264,268,0.0005,0.0005,0.0005,0.11,0.0
TMP EDSA Shangri-la,3,593,596,0.0012,0.0004,0.0012,1.2,0.0
TMP Eastwood Libis,0,198,198,0.0004,0.0,0.0004,0.0,0.0
TMP Galleria Cebu,4,1712,1716,0.0035,0.0005,0.0035,1.98,0.01
TMP KATIPUNAN,0,106,106,0.0002,0.0,0.0002,0.0,0.0
TMP Leonard Wood Baguio,0,122,122,0.0002,0.0,0.0003,0.0,0.0
TMP MAKATI,2,270,272,0.0006,0.0002,0.0006,0.82,0.0
TMP Met Live Pasay,2,365,367,0.0007,0.0002,0.0008,1.12,0.0
TMP Oakridge BC Cebu,2,336,338,0.0007,0.0002,0.0007,1.04,0.0
TMP Opus Bridge Towne,2,299,301,0.0006,0.0002,0.0006,0.93,0.0
TMP Parqal,3,408,411,0.0008,0.0004,0.0008,0.83,0.0
TMP Paseo de Magallanes,1,180,181,0.0004,0.0001,0.0004,1.11,0.0
TMP Powerplant Mall Rockwell,4,512,516,0.001,0.0005,0.0011,0.77,0.0
TMP RP MAGNOLIA,2,626,628,0.0013,0.0002,0.0013,1.66,0.0
TMP Santolan Town Plaza,2,174,176,0.0004,0.0002,0.0004,0.38,0.0
TMP Tomas Morato,1,345,346,0.0007,0.0001,0.0007,1.76,0.0
TMP Uptown Place Mall Taguig,5,1157,1162,0.0024,0.0006,0.0024,1.36,0.0
TMP Venice Grand McKinley,3,877,880,0.0018,0.0004,0.0018,1.6,0.0
Teleperformance Alabang 19F,1,140,141,0.0003,0.0001,0.0003,0.86,0.0
Teleperformance Alabang 5F,1,225,226,0.0005,0.0001,0.0005,1.33,0.0
Teleperformance Alphaland Magallanes,1,6,7,0.0,0.0001,0.0,-2.29,0.0
Teleperformance Antipolo,1,215,216,0.0004,0.0001,0.0004,1.29,0.0
Teleperformance Aura,0,160,160,0.0003,0.0,0.0003,0.0,0.0
Teleperformance Ayala Makati,1,760,761,0.0015,0.0001,0.0016,2.55,0.0
Teleperformance Bacolod,0,305,305,0.0006,0.0,0.0006,0.0,0.0
Teleperformance Baguio,0,13,13,0.0,0.0,0.0,0.0,0.0
Teleperformance CDO,0,131,131,0.0003,0.0,0.0003,0.0,0.0
Teleperformance Cebu IT Park,0,374,374,0.0008,0.0,0.0008,0.0,0.0
Teleperformance Cebu Insular,0,18,18,0.0,0.0,0.0,0.0,0.0
Teleperformance Davao,1,78,79,0.0002,0.0001,0.0002,0.27,0.0
Teleperformance EDSA Mandaluyong,2,371,373,0.0008,0.0002,0.0008,1.14,0.0
Teleperformance Eastwood,0,3,3,0.0,0.0,0.0,0.0,0.0
Teleperformance Fairview,3,378,381,0.0008,0.0004,0.0008,0.75,0.0
Teleperformance Fairview Terraces,1,598,599,0.0012,0.0001,0.0012,2.31,0.0
Teleperformance GenSan Cloud Campus Site,0,19,19,0.0,0.0,0.0,0.0,0.0
Teleperformance Laoag Cloud Campus Site,0,1,1,0.0,0.0,0.0,0.0,0.0
Teleperformance MOA,0,594,594,0.0012,0.0,0.0012,0.0,0.0
Teleperformance McKinley,2,285,287,0.0006,0.0002,0.0006,0.88,0.0
Teleperformance Molino,0,6,6,0.0,0.0,0.0,0.0,0.0
Teleperformance Octagon,0,2,2,0.0,0.0,0.0,0.0,0.0
Teleperformance Rockwell,1,218,219,0.0004,0.0001,0.0004,1.3,0.0
Teleperformance Silver City,0,99,99,0.0002,0.0,0.0002,0.0,0.0
Teleperformance Sucat,0,5,5,0.0,0.0,0.0,0.0,0.0
Teleperformance Vertis North,0,183,183,0.0004,0.0,0.0004,0.0,0.0
True Value Mitsukoshi Mall BGC,2,466,468,0.0009,0.0002,0.001,1.37,0.0
Ubiquity BGC,27,8,35,0.0001,0.0033,0.0,-5.3,0.02
Ubiquity Bacolod Ayala,0,91,91,0.0002,0.0,0.0002,0.0,0.0
Ubiquity Bacolod CyberCentre,0,66,66,0.0001,0.0,0.0001,0.0,0.0
Ubiquity CDO,0,15,15,0.0,0.0,0.0,0.0,0.0
Ubiquity Eastwood,0,50,50,0.0001,0.0,0.0001,0.0,0.0
Ubiquity Laguna,0,16,16,0.0,0.0,0.0,0.0,0.0
VIS_Cebu IPI Run May 2025,0,18,18,0.0,0.0,0.0,0.0,0.0
VIS_Contact Islands Cebu_ May 2025,0,7,7,0.0,0.0,0.0,0.0,0.0
VIS_PACIFIC MALL MANDAUE CITY CEBU JULY 2024,6,1232,1238,0.0025,0.0007,0.0025,1.24,0.0
VIS_PROJECT CITY MALL DANAO CITY CEBU 2025,3,1232,1235,0.0025,0.0004,0.0025,1.94,0.0
VIS_PROJECT CITY SQUARE TAGBILARAN BOHOL August 2024,2,294,296,0.0006,0.0002,0.0006,0.91,0.0
VIS_PROJECT GAISANO GRAND FIESTA MALL TABUNOK OCTOBER 2024,5,341,346,0.0007,0.0006,0.0007,0.14,0.0
VIS_PROJECT GAISANO GRAND MALL LAPAZ ILOILO CITY 2024,3,2,5,0.0,0.0004,0.0,-4.49,0.0
VIS_PROJECT GAISANO MARKET ROXAS CITY 2025,0,401,401,0.0008,0.0,0.0008,0.0,0.0
VIS_PROJECT INSULAR SQUARE MANDAUE OCTOBER 2024,3,4,7,0.0,0.0004,0.0,-3.79,0.0
VIS_PROJECT ISLAND CITY MALL TAGBILARAN BOHOL SEPT 2024,2,1638,1640,0.0033,0.0002,0.0034,2.63,0.01
VIS_PROJECT MAXIM NRA Cebu City APR 2024,2,942,944,0.0019,0.0002,0.0019,2.07,0.0
VIS_PROJECT PARK MALL MANDAUE OCTOBER 2024,8,1206,1214,0.0025,0.001,0.0025,0.93,0.0
VIS_Project Colonnade Mall Cebu City Aug 2024,4,401,405,0.0008,0.0005,0.0008,0.53,0.0
VRP Medical Center,1,6,7,0.0,0.0001,0.0,-2.29,0.0
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,1.3
